Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC725387,uncharacterized protein DDB_G0283357,0 vs 8,0.33,0.57,1.16,1,0.24,0.82,0.66,0.59,0.43,-0.54
LOC100578913,uncharacterized LOC100578913,0 vs 8,0.64,1.39,2.43,2.56,0.75,1.79,1.92,1.03,1.16,-1.62
LOC100577455,golgin subfamily A member 6-like protein 22,0 vs 8,0.55,1.01,1.24,1.06,0.47,0.7,0.51,0.23,0.04,-1.06
LOC725306,TATA-binding protein-associated factor 172,0 vs 8,0.32,0.24,0.4,0.33,-0.07,0.08,0.01,0.15,0.08,-0.15
LOC726815,uncharacterized protein At4g17910,0 vs 8,0.1,0.12,0.08,0.31,0.02,-0.02,0.21,-0.04,0.2,0.08
LOC408538,uncharacterized LOC408538,0 vs 8,3.35,4.52,6.75,7.52,1.18,3.4,4.18,2.23,3,-4.2
LOC412608,serine/threonine-protein kinase D3,0 vs 8,0.34,0.49,0.71,0.28,0.15,0.37,-0.07,0.22,-0.22,-0.44
LOC102656448,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",0 vs 8,0.24,0.5,0.56,0.7,0.26,0.31,0.46,0.06,0.21,-0.35
LOC100577879,carbonic anhydrase-related protein 10,0 vs 8,0.31,0.36,0.74,0.62,0.06,0.44,0.31,0.38,0.25,-0.37
LOC411564,nose resistant to fluoxetine protein 6,0 vs 8,-0.05,-0.38,-1.03,-1.12,-0.34,-0.99,-1.08,-0.65,-0.74,0.86
LOC100576504,uncharacterized LOC100576504,0 vs 8,0.81,0.12,1.68,2.18,-0.69,0.87,1.38,1.56,2.06,-1.28
LOC724867,elongation of very long chain fatty acids protein AAEL008004,0 vs 8,0.41,0.56,0.98,0.72,0.15,0.57,0.31,0.42,0.16,-0.53
LOC727153,"fructose-1,6-bisphosphatase 1",0 vs 8,-0.48,-0.39,-0.46,-0.36,0.09,0.02,0.13,-0.07,0.03,0.33
LOC411018,kinesin 11,0 vs 8,-0.08,-0.1,-0.23,-0.31,-0.02,-0.15,-0.23,-0.13,-0.21,0.01
LOC552130,"alpha-aminoadipic semialdehyde synthase, mitochondrial",0 vs 8,0.28,0.11,0.45,0.52,-0.17,0.16,0.24,0.34,0.41,-0.31
LOC100577986,probable sodium/potassium/calcium exchanger CG1090,0 vs 8,-0.03,-0.11,-0.21,-0.28,-0.08,-0.18,-0.25,-0.1,-0.17,0.07
LOC724737,trichohyalin,0 vs 8,-0.04,0.11,-0.11,-0.22,0.15,-0.07,-0.18,-0.22,-0.33,0.05
LOC413705,acidic mammalian chitinase,0 vs 8,-0.01,-0.28,-0.24,0,-0.27,-0.23,0.01,0.05,0.29,0.04
LOC726304,BLOC-1-related complex subunit 6,0 vs 8,0.09,0.03,-0.23,-0.21,-0.07,-0.32,-0.3,-0.26,-0.24,0.18
LOC409329,mannose-1-phosphate guanyltransferase beta,0 vs 8,0.05,0.13,0.24,0.13,0.08,0.18,0.08,0.1,-0,-0.12
LOC102654127,neurochondrin homolog,0 vs 8,0.33,0.09,0.18,0.25,-0.24,-0.14,-0.08,0.09,0.16,0
LOC726990,uncharacterized LOC726990,0 vs 8,1.68,3.27,4.36,4.6,1.59,2.68,2.92,1.09,1.33,-2.2
LOC113218752,uncharacterized LOC113218752,0 vs 8,-0.45,0.45,0.15,0.19,0.9,0.6,0.64,-0.3,-0.26,-0.51
LOC551364,homeobox protein SIX3,0 vs 8,-0.13,-0.22,-0.41,-0.47,-0.09,-0.27,-0.34,-0.19,-0.25,0.16
LOC409835,E3 ubiquitin-protein ligase MARCH2,0 vs 8,-0.22,-0.1,-0.54,-0.5,0.12,-0.32,-0.28,-0.44,-0.4,0.46
LOC100578072,uncharacterized LOC100578072,0 vs 8,2.22,3.67,5.28,5.6,1.45,3.06,3.38,1.62,1.93,-3.42
LOC100577303,uncharacterized LOC100577303,0 vs 8,0.93,1.04,0.78,1.31,0.11,-0.15,0.38,-0.26,0.27,-0.12
LOC725708,uncharacterized LOC725708,0 vs 8,0.72,1.94,2.37,2.99,1.22,1.66,2.28,0.44,1.05,-1.93
LOC102656862,uncharacterized LOC102656862,0 vs 8,-0.15,-0.06,-0.49,-0.16,0.09,-0.34,-0.01,-0.43,-0.1,0.31
LOC107964518,uncharacterized LOC107964518,0 vs 8,0.41,0.57,1.12,0.61,0.16,0.71,0.2,0.54,0.04,-0.79
LOC552242,uncharacterized LOC552242,0 vs 8,1.13,1.94,2.59,2.55,0.81,1.45,1.42,0.64,0.61,-1.44
LOC725660,uncharacterized LOC725660,0 vs 8,4.1,5.73,8.72,9.03,1.63,4.62,4.93,2.99,3.3,-4.96
LOC724680,uncharacterized LOC724680,0 vs 8,0.06,-0.04,-0.11,0.04,-0.1,-0.17,-0.02,-0.07,0.08,0.25
LOC100579031,vascular endothelial growth factor A-A,0 vs 8,0.1,0.38,0.24,0.87,0.28,0.13,0.77,-0.14,0.49,-0.02
LOC726478,inhibin beta C chain,0 vs 8,-0.14,-0.61,-0.37,-0.03,-0.47,-0.23,0.11,0.25,0.59,0.12
LOC102653782,uncharacterized LOC102653782,0 vs 8,-0.91,-0.07,-0.04,0.33,0.84,0.86,1.24,0.02,0.4,-0.22
LOC409512,neural/ectodermal development factor IMP-L2,0 vs 8,0.02,-0.2,-0.45,-0.27,-0.22,-0.47,-0.28,-0.25,-0.06,0.23
LOC551269,HBS1-like protein,0 vs 8,0.1,0.11,0.32,0.35,0.01,0.22,0.25,0.22,0.24,-0.26
LOC100578368,uncharacterized LOC100578368,0 vs 8,0.67,0.74,2.03,2.51,0.07,1.36,1.84,1.29,1.77,-1.49
LOC102655032,uncharacterized LOC102655032,0 vs 8,0.76,0.75,1.27,1.9,-0.01,0.52,1.14,0.53,1.15,-0.54
LOC412661,solute carrier family 35 member G1,0 vs 8,0,0.09,-0.01,0.2,0.09,-0.01,0.2,-0.09,0.11,0.16
LOC410171,filamin-A,0 vs 8,0.26,0.4,0.65,0.71,0.14,0.39,0.45,0.25,0.31,-0.46
LOC100577781,uncharacterized LOC100577781,0 vs 8,0.03,0.79,0.91,0.66,0.75,0.88,0.63,0.12,-0.13,-0.77
LOC411433,ell-associated factor Eaf,0 vs 8,0.28,0.09,0.2,0.2,-0.19,-0.08,-0.08,0.11,0.12,-0.15
LOC551154,glucose-6-phosphate isomerase,0 vs 8,-0.04,0.05,0.31,0.37,0.09,0.35,0.41,0.26,0.32,-0.27
LOC107964219,uncharacterized LOC107964219,0 vs 8,-0.74,-0.91,-0.67,-0.93,-0.17,0.08,-0.19,0.25,-0.02,0.03
LOC726770,caskin-1-like,0 vs 8,-0.27,-0.34,-0.54,-0.4,-0.06,-0.27,-0.13,-0.21,-0.07,0.22
LOC727170,eisosome protein SEG2,0 vs 8,1.44,2.91,4.38,4.28,1.46,2.94,2.84,1.48,1.38,-2.6
LOC552205,elongation of very long chain fatty acids protein AAEL008004,0 vs 8,0.72,1.89,2.97,2.78,1.17,2.24,2.06,1.08,0.89,-1.77
LOC412354,uncharacterized LOC412354,0 vs 8,0.41,0.48,0.78,0.94,0.07,0.36,0.53,0.3,0.46,-0.51
LOC550884,N-sulphoglucosamine sulphohydrolase,0 vs 8,-0.11,0.06,0.3,0.18,0.17,0.41,0.29,0.24,0.12,-0.17
LOC409291,protein fem-1 homolog CG6966,0 vs 8,0.27,0.47,0.7,0.4,0.2,0.43,0.13,0.23,-0.07,-0.48
LOC102655519,uncharacterized LOC102655519,0 vs 8,0.18,0.65,0.43,0.17,0.47,0.26,-0.01,-0.22,-0.48,-0.85
LOC725766,NF-kappa-B inhibitor cactus,0 vs 8,0.59,1.21,2.33,2.22,0.62,1.74,1.64,1.12,1.01,-1.47
LOC411998,amyloid protein-binding protein 2,0 vs 8,0.15,0.14,0.19,0.27,-0.01,0.05,0.12,0.05,0.13,-0.09
LOC550899,UPF0769 protein C21orf59 homolog,0 vs 8,-0.33,-0.21,-0.35,-0.84,0.12,-0.02,-0.51,-0.14,-0.63,-0.05
LOC412279,uncharacterized LOC412279,0 vs 8,0.41,-0.65,0.61,0.78,-1.06,0.19,0.37,1.26,1.43,-0.35
LOC100576895,putative fatty acyl-CoA reductase CG5065,0 vs 8,0.76,1.25,1.59,2.28,0.49,0.84,1.52,0.34,1.03,-0.82
LOC412149,uncharacterized LOC412149,0 vs 8,0.04,0.09,0.11,0.26,0.06,0.07,0.22,0.01,0.16,-0.04
LOC409440,armadillo-like helical domain-containing protein 3,0 vs 8,0.17,0.31,0.23,0.29,0.14,0.07,0.13,-0.08,-0.02,-0.1
LOC410317,small conductance calcium-activated potassium channel protein,0 vs 8,-0.25,-0.12,-0.54,-0.47,0.13,-0.29,-0.22,-0.42,-0.35,0.14
LOC726435,signal recognition particle subunit SRP72,0 vs 8,0.03,0.09,0.13,0.02,0.06,0.1,-0,0.04,-0.06,-0.08
LOC107964189,uncharacterized LOC107964189,0 vs 8,0.05,-0.13,-0.05,-0.16,-0.17,-0.09,-0.21,0.08,-0.03,-0
LOC411888,uncharacterized LOC411888,0 vs 8,0.6,1.19,1.61,1.66,0.59,1.01,1.06,0.42,0.47,-0.74
LOC412548,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",0 vs 8,0.05,0.28,0.54,0.67,0.23,0.49,0.62,0.26,0.39,-0.38
LOC411186,synaptic vesicle glycoprotein 2C,0 vs 8,1.09,2.26,2.13,1.9,1.16,1.04,0.81,-0.12,-0.35,-1.29
LOC410509,mucin-2,0 vs 8,1.29,3.01,3.72,3.17,1.71,2.42,1.87,0.71,0.16,-2.01
LOC412844,dual specificity protein phosphatase CDC14A,0 vs 8,0.71,0.7,1.29,1.09,-0.01,0.57,0.38,0.59,0.39,-0.89
LOC100578828,uncharacterized LOC100578828,0 vs 8,0.26,0.42,0.73,1.09,0.16,0.48,0.84,0.32,0.67,-0.44
LOC100577393,epidermal growth factor receptor-like,0 vs 8,0.06,0.05,-0.04,0.15,-0.01,-0.09,0.09,-0.08,0.1,-0.06
LOC551170,dumpy,0 vs 8,0.07,-0.07,-0.31,-0.32,-0.14,-0.39,-0.39,-0.24,-0.25,0.18
LOC102656534,uncharacterized LOC102656534,0 vs 8,0.56,0.22,0.65,0.37,-0.34,0.09,-0.19,0.43,0.15,-0.08
LOC102656199,uncharacterized LOC102656199,0 vs 8,0.7,0.44,0.84,0.76,-0.26,0.14,0.06,0.4,0.32,0.19
LOC100576152,uncharacterized LOC100576152,0 vs 8,2.2,4.09,6.14,6.56,1.9,3.95,4.36,2.05,2.46,-3.53
LOC107965416,uncharacterized LOC107965416,0 vs 8,-0.1,-0.16,-0.35,-0.19,-0.06,-0.25,-0.1,-0.19,-0.04,0.28
LOC100578719,protein spaetzle 4,0 vs 8,0.99,1.56,2.57,2.56,0.57,1.58,1.57,1.01,1,-1.38
LOC409949,agrin,0 vs 8,0.8,1.5,2.42,2.47,0.7,1.63,1.67,0.93,0.97,-1.65
LOC102654387,uncharacterized LOC102654387,0 vs 8,-1.4,-1.11,0.32,-0.64,0.29,1.72,0.77,1.43,0.48,-0.5
LOC100577168,uncharacterized LOC100577168,0 vs 8,-0.05,-0.11,0.14,0.18,-0.06,0.19,0.23,0.26,0.29,-0.33
LOC551320,schwannomin-interacting protein 1 homolog,0 vs 8,0.18,0.49,0.46,0.46,0.32,0.29,0.28,-0.03,-0.03,-0.2
LOC727520,uncharacterized LOC727520,0 vs 8,0,-0.01,-0.05,-0.05,-0.01,-0.05,-0.05,-0.04,-0.04,0.19
LOC409001,disheveled-associated activator of morphogenesis 1,0 vs 8,0.41,0.97,1.32,1.24,0.57,0.91,0.83,0.34,0.27,-0.77
LOC102656786,uncharacterized LOC102656786,0 vs 8,1.73,1.45,1.38,1.14,-0.28,-0.35,-0.59,-0.08,-0.32,-0.38
LOC551443,uncharacterized LOC551443,0 vs 8,-0.51,-0.53,-0.6,-0.77,-0.01,-0.09,-0.26,-0.07,-0.25,0.41
LOC551589,"beta-1,3-galactosyltransferase brn",0 vs 8,0.19,0.45,0.77,0.47,0.27,0.58,0.29,0.32,0.02,-0.37
LOC409764,uncharacterized LOC409764,0 vs 8,-0.13,-0.17,-0.39,-0.3,-0.04,-0.26,-0.17,-0.22,-0.13,0.27
LOC551840,YTH domain-containing family protein 1,0 vs 8,0.18,0.17,0.13,0.04,-0,-0.05,-0.14,-0.05,-0.14,0.01
LOC726690,probable cytochrome P450 6a14,0 vs 8,0.25,0.55,0.5,0.36,0.3,0.26,0.11,-0.05,-0.19,-0.12
LOC551916,SH3 domain-binding glutamic acid-rich protein homolog,0 vs 8,-0.02,0.1,0.07,0.04,0.12,0.09,0.06,-0.02,-0.06,-0.03
LOC411291,leucine-rich repeat-containing protein 58,0 vs 8,0.21,-0.06,-0.47,-0.37,-0.27,-0.68,-0.59,-0.41,-0.31,0.4
LOC727168,"1,4-alpha-glucan-branching enzyme",0 vs 8,-0.01,-0.01,0.22,0.38,0.01,0.24,0.39,0.23,0.38,-0.18
LOC725682,uncharacterized LOC725682,0 vs 8,0.32,0.5,1.09,1.26,0.17,0.76,0.93,0.59,0.76,-0.74
LOC411609,pancreatic triacylglycerol lipase,0 vs 8,0.36,0.39,0.4,0.88,0.03,0.03,0.51,0,0.48,-0.03
LOC100577472,insulin gene enhancer protein ISL-1,0 vs 8,-0.15,-0.46,-0.79,-0.89,-0.32,-0.64,-0.74,-0.33,-0.43,0.59
LOC102655824,uncharacterized LOC102655824,0 vs 8,-0.12,0.13,-0.36,-0.6,0.25,-0.24,-0.48,-0.49,-0.73,0.27
LOC550920,cell division cycle protein 16 homolog,0 vs 8,-0.23,-0.38,-0.39,-0.46,-0.15,-0.16,-0.23,-0.01,-0.08,0.22
LOC725558,uncharacterized LOC725558,0 vs 8,-0.32,-0.16,0.27,-0.11,0.17,0.6,0.21,0.43,0.04,-0.42
LOC100578170,uncharacterized LOC100578170,0 vs 8,0.94,0.44,0.46,0.74,-0.5,-0.49,-0.2,0.01,0.3,0.17
LOC107964901,protein NATD1-like,0 vs 8,-0.54,-0.31,-0.63,-0.43,0.23,-0.09,0.1,-0.32,-0.12,-0.13
Tsf1,transferrin 1,0 vs 8,0.26,0.84,1.11,1.33,0.58,0.85,1.07,0.27,0.49,-0.52
LOC725765,uncharacterized LOC725765,0 vs 8,0.06,0.18,0.24,0.23,0.12,0.18,0.17,0.06,0.05,-0.31
LOC727598,probable cytochrome P450 6a13,0 vs 8,0.49,0.49,0.39,0.21,0.01,-0.1,-0.27,-0.11,-0.28,0.11
LOC411412,monocarboxylate transporter 12,0 vs 8,0.57,0.3,0.58,0.31,-0.27,0,-0.26,0.27,0.01,-0.31
LOC100578841,uncharacterized LOC100578841,0 vs 8,-0.01,-0.68,-0.6,-0.97,-0.67,-0.59,-0.95,0.08,-0.28,0.28
LOC107963990,mucin-5AC,0 vs 8,-0.01,0.04,0.02,-0.13,0.05,0.03,-0.12,-0.02,-0.17,-0.2
LOC113218831,"FAST kinase domain-containing protein 3, mitochondrial-like",0 vs 8,0.48,0.86,0.72,0.55,0.38,0.24,0.07,-0.14,-0.31,-0.57
LOC724611,tubulin glycylase 3A,0 vs 8,-0.18,-0.82,-0.2,-0.38,-0.64,-0.01,-0.19,0.62,0.45,-0.37
LOC727420,transmembrane protein 192,0 vs 8,0.12,0.19,0.19,0.19,0.08,0.08,0.08,0,0,0.06
LOC100576193,keratinocyte proline-rich protein,0 vs 8,0.46,0.22,1.04,1.81,-0.24,0.59,1.35,0.82,1.59,-0.75
LOC100579047,cuticular protein 10,0 vs 8,0.68,1.03,1.81,2.88,0.35,1.13,2.2,0.78,1.86,-1.25
LOC102654683,farnesyl pyrophosphate synthase,0 vs 8,0.05,0.74,1.34,0.91,0.69,1.28,0.85,0.6,0.17,-1.2
LOC551437,alpha-N-acetylglucosaminidase,0 vs 8,-0.19,-0.17,-0.32,-0.36,0.03,-0.12,-0.16,-0.15,-0.19,-0.06
LOC725625,uncharacterized LOC725625,0 vs 8,0.14,0.22,0.41,0.57,0.08,0.27,0.43,0.2,0.35,-0.07
LOC100578248,uncharacterized serine-rich protein C215.13,0 vs 8,0.23,0.35,0.25,0.69,0.12,0.02,0.46,-0.09,0.34,-0
LOC100578046,probable G-protein coupled receptor Mth-like 1,0 vs 8,0.73,0.93,0.98,0.86,0.21,0.26,0.13,0.05,-0.08,-0.27
LOC102654321,uncharacterized LOC102654321,0 vs 8,-1.22,-0.62,0.7,-0.68,0.6,1.92,0.54,1.32,-0.06,-0.67
LOC410624,serine proteinase stubble,0 vs 8,0.52,0.59,0.93,0.92,0.07,0.41,0.4,0.34,0.33,-0.62
LOC107965825,uncharacterized LOC107965825,0 vs 8,0.65,-0.13,0.3,0.36,-0.77,-0.35,-0.28,0.42,0.49,0.13
LOC552251,homeobox protein aristaless,0 vs 8,0.03,-0.04,-0.27,-0.27,-0.08,-0.3,-0.3,-0.23,-0.23,0.21
LOC726275,uncharacterized LOC726275,0 vs 8,0.73,2.18,3.22,3.24,1.45,2.5,2.51,1.05,1.07,-1.87
LOC411338,WD repeat-containing protein 35,0 vs 8,0.76,0.69,0.64,0.36,-0.07,-0.12,-0.4,-0.05,-0.33,-0.2
LOC552685,pupal cuticle protein,0 vs 8,-0.43,-0.3,-0.34,-0.38,0.13,0.09,0.05,-0.04,-0.08,-0.09
LOC725645,uncharacterized LOC725645,0 vs 8,0.25,0.33,0.27,0.31,0.07,0.02,0.06,-0.05,-0.01,0.01
LOC552210,fumarylacetoacetase,0 vs 8,-0.16,-0.01,-0.12,-0.04,0.15,0.04,0.13,-0.11,-0.02,0.06
LOC411294,dopamine N-acetyltransferase,0 vs 8,-0.09,-0.12,-0.2,-0.21,-0.03,-0.1,-0.11,-0.08,-0.08,0
LOC100578144,mitotic apparatus protein p62,0 vs 8,1.44,2.96,4.53,4.83,1.53,3.1,3.4,1.57,1.87,-2.91
LOC412091,A disintegrin and metalloproteinase with thrombospondin motifs 9,0 vs 8,-0.17,-0.24,-0.45,-0.58,-0.07,-0.27,-0.41,-0.21,-0.34,0.2
LOC102654286,trichohyalin-like,0 vs 8,-0.25,0.57,0.91,0.82,0.82,1.16,1.08,0.34,0.26,0.05
LOC724608,transient receptor potential,0 vs 8,-0.36,0.85,0.27,-0.17,1.21,0.63,0.19,-0.58,-1.02,-1.09
LOC113219003,elongation of very long chain fatty acids protein 6-like,0 vs 8,-0.8,-0.52,-0.91,-0.81,0.28,-0.11,-0.01,-0.39,-0.29,0.7
LOC113218568,protein yellow-like,0 vs 8,0.27,0.06,0.59,1.04,-0.21,0.32,0.77,0.53,0.99,-0.36
LOC725922,mitochondrial basic amino acids transporter,0 vs 8,0.05,0.82,1,1.32,0.77,0.94,1.26,0.17,0.49,-0.79
LOC724195,B-cell receptor CD22,0 vs 8,0.05,0.08,0.03,-0.12,0.04,-0.02,-0.17,-0.06,-0.21,-0.14
LOC410684,orthodenticle 1,0 vs 8,-0.22,-0.32,-0.61,-0.38,-0.1,-0.39,-0.15,-0.29,-0.05,0.27
Dat,dopamine transporter,0 vs 8,-0.02,-0.12,-1.03,-0.45,-0.09,-1,-0.42,-0.91,-0.33,0.91
LOC410944,ATP-binding cassette sub-family C member Sur,0 vs 8,-0.01,-0.1,-0.03,-0.26,-0.09,-0.03,-0.25,0.07,-0.16,-0.17
LOC102654166,trichohyalin,0 vs 8,0.34,0.38,0.38,0.58,0.04,0.04,0.24,-0,0.2,-0.24
LOC113218734,uncharacterized LOC113218734,0 vs 8,0.3,0.18,0.97,0.97,-0.12,0.68,0.67,0.79,0.79,-0.3
LOC102653897,uncharacterized LOC102653897,0 vs 8,0.38,0.27,0.8,0.51,-0.12,0.42,0.12,0.53,0.24,-0.39
LOC411794,CCR4-NOT transcription complex subunit 3,0 vs 8,0.33,0.22,0.24,0.15,-0.11,-0.09,-0.18,0.02,-0.07,0.01
LOC102655388,small VCP/p97-interacting protein,0 vs 8,-0.07,0.13,0.04,0.26,0.2,0.11,0.34,-0.09,0.14,-0.01
LOC102654533,"protein pangolin, isoforms A/H/I/S",0 vs 8,-0.15,-0.17,-0.6,-0.59,-0.03,-0.45,-0.44,-0.43,-0.42,0.02
LOC411307,mitochondrial enolase superfamily member 1,0 vs 8,0.07,-0.1,0.13,0.1,-0.17,0.07,0.03,0.24,0.2,0.06
LOC412196,uncharacterized LOC412196,0 vs 8,0.14,0.37,0.49,0.45,0.23,0.35,0.31,0.12,0.08,-0.33
LOC724156,transcription factor Sp8-like,0 vs 8,0.05,0.14,-0.11,-0.24,0.09,-0.16,-0.29,-0.25,-0.39,0.09
LOC100576961,uncharacterized LOC100576961,0 vs 8,0.8,1.34,2.02,2.11,0.54,1.22,1.31,0.68,0.78,-0.93
LOC113219395,uncharacterized LOC113219395,0 vs 8,-0.67,-0.85,-0.5,-1.3,-0.18,0.17,-0.63,0.36,-0.45,-0.3
LOC113218669,uncharacterized LOC113218669,0 vs 8,-0.21,0.08,-0.2,-0.1,0.29,0.01,0.1,-0.28,-0.19,-0.1
LOC100578187,uncharacterized LOC100578187,0 vs 8,0.11,0.34,0.61,0.63,0.24,0.51,0.52,0.27,0.29,-0.35
LOC409836,rho GTPase-activating protein 100F,0 vs 8,-0.24,-0.53,-0.64,-0.89,-0.29,-0.4,-0.65,-0.11,-0.36,0.32
LOC100576841,uncharacterized LOC100576841,0 vs 8,0.55,0.73,1.22,1.51,0.18,0.67,0.96,0.49,0.78,-1.08
LOC100577387,uncharacterized LOC100577387,0 vs 8,0.77,1.5,2.41,2.53,0.73,1.65,1.76,0.91,1.03,-1.27
LOC410913,sodium/potassium-transporting ATPase subunit alpha,0 vs 8,-0.51,0.05,-0.46,-0.56,0.56,0.05,-0.05,-0.5,-0.6,-0.05
LOC550735,protein masquerade,0 vs 8,0.53,0.79,1.24,1.03,0.26,0.71,0.5,0.45,0.24,-0.69
LOC726424,metabotropic glutamate receptor,0 vs 8,0.5,-0.21,-0.18,-0.12,-0.7,-0.68,-0.62,0.02,0.08,0.78
LOC726468,histone H2A,0 vs 8,-0.22,0.22,0.05,0.07,0.43,0.26,0.29,-0.17,-0.15,-0.13
LOC412273,probable chitinase 10,0 vs 8,-0.18,-0.09,-0.83,-1.01,0.09,-0.65,-0.83,-0.74,-0.92,0.77
LOC726554,carboxypeptidase M,0 vs 8,0.49,1.08,1.74,1.76,0.59,1.26,1.27,0.66,0.68,-1.21
LOC412163,aldose reductase,0 vs 8,-0.03,-0.03,0.02,-0.03,0,0.05,-0,0.04,-0.01,-0.11
LOC724536,uncharacterized LOC724536,0 vs 8,0.34,0.03,0.09,-0.23,-0.31,-0.25,-0.57,0.06,-0.26,-0.05
LOC408770,protein turtle,0 vs 8,0,0.16,-0.16,-0.21,0.16,-0.16,-0.21,-0.32,-0.38,0.08
LOC409444,AMP deaminase 2,0 vs 8,0.26,0.07,0.31,0.15,-0.18,0.06,-0.11,0.24,0.08,-0.21
LOC411159,uncharacterized LOC411159,0 vs 8,0.54,1.06,1.78,2.03,0.52,1.24,1.49,0.71,0.96,-1.03
LOC552066,FAD-dependent oxidoreductase domain-containing protein 1,0 vs 8,0.07,0.06,0.18,0.26,-0.01,0.11,0.19,0.12,0.2,-0.14
LOC409905,2-acylglycerol O-acyltransferase 1,0 vs 8,-0.05,-0.17,-0.39,-0.41,-0.12,-0.35,-0.36,-0.23,-0.24,0.26
LOC726671,uncharacterized LOC726671,0 vs 8,-0.28,0.12,-0.19,-0.4,0.4,0.1,-0.12,-0.3,-0.52,0.03
LOC552340,glypican-4,0 vs 8,-0.28,-0.21,-0.71,-0.82,0.07,-0.44,-0.55,-0.5,-0.61,0.42
LOC410380,neprilysin-2,0 vs 8,0.54,0.96,1.35,1.02,0.42,0.81,0.48,0.4,0.06,-1.12
LOC726879,uncharacterized LOC726879,0 vs 8,0.46,0.9,1.67,1.76,0.44,1.21,1.29,0.77,0.86,-1.2
LOC724704,cytoplasmic polyadenylation element-binding protein 2,0 vs 8,-0.19,-0.22,-0.43,-0.69,-0.03,-0.24,-0.5,-0.21,-0.48,0.28
LOC726155,uncharacterized LOC726155,0 vs 8,1.42,2.93,4.3,4.48,1.51,2.88,3.06,1.37,1.55,-2.15
Hsc70-3,heat shock 70 kDa protein cognate 3,0 vs 8,0.33,0.04,-0.06,0.04,-0.29,-0.39,-0.3,-0.1,-0,0.21
LOC726722,uncharacterized LOC726722,0 vs 8,0.04,0.19,0.46,0.57,0.15,0.42,0.53,0.27,0.38,-0.45
LOC550926,phosphomannomutase,0 vs 8,0.03,0.01,0.14,0.25,-0.01,0.11,0.22,0.12,0.24,-0.06
LOC102655819,extensin,0 vs 8,0.92,1.48,3.09,3.47,0.56,2.16,2.55,1.6,1.99,-2.94
LOC550970,lysophosphatidylcholine acyltransferase,0 vs 8,0.72,1.13,2.06,2.01,0.41,1.34,1.29,0.93,0.87,-1.44
LOC726914,probable serine/threonine-protein kinase DDB_G0272282,0 vs 8,0.01,0.37,0.28,0.13,0.36,0.27,0.12,-0.08,-0.23,-0.33
LOC726291,rabankyrin-5,0 vs 8,0.16,0.23,0.26,0.31,0.07,0.1,0.15,0.03,0.08,-0.1
LOC102655520,uncharacterized LOC102655520,0 vs 8,1.21,2.49,3.69,3.84,1.28,2.47,2.62,1.19,1.35,-2.26
LOC100578123,uncharacterized LOC100578123,0 vs 8,-0.09,0.14,-0.32,-0.28,0.23,-0.23,-0.19,-0.46,-0.42,0.25
LOC726423,transient receptor potential cation channel protein painless,0 vs 8,-0.31,-0.28,-0.43,-0.29,0.03,-0.12,0.02,-0.15,-0.01,0.21
LOC724946,cytochrome P450 6a14-like,0 vs 8,0.07,0.46,0.96,0.98,0.39,0.89,0.91,0.5,0.52,-0.77
LOC409160,dihydropteridine reductase,0 vs 8,-0.04,0.02,-0.17,-0.12,0.06,-0.13,-0.08,-0.19,-0.14,0.14
LOC725308,histone H2A,0 vs 8,-0.04,0.22,0.27,0.21,0.25,0.3,0.25,0.05,-0,-0.43
LOC413520,mediator of RNA polymerase II transcription subunit 4,0 vs 8,-0.21,-0.3,-0.48,-0.44,-0.09,-0.27,-0.23,-0.18,-0.14,0.35
LOC551044,"glucose dehydrogenase [FAD, quinone]",0 vs 8,0.73,2.05,2.62,2.9,1.32,1.89,2.18,0.57,0.85,-1.87
LOC411124,phosphoinositide 3-kinase adapter protein 1,0 vs 8,0,-0.23,-0.46,-0.52,-0.23,-0.47,-0.53,-0.23,-0.29,0.22
LOC551327,carboxypeptidase B,0 vs 8,-0.13,-0.19,-0.07,-0.23,-0.06,0.06,-0.1,0.12,-0.04,-0.11
LOC725529,"kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",0 vs 8,0.23,0.28,0.34,0.67,0.05,0.1,0.44,0.05,0.38,-0.13
LOC551430,PDZ domain-containing protein 8,0 vs 8,0.22,0.29,0.51,0.29,0.06,0.29,0.07,0.22,0,-0.46
LOC409863,ras-related protein Rab-21,0 vs 8,0.11,0.33,0.36,0.38,0.22,0.25,0.28,0.03,0.06,-0.3
LOC725415,BTB/POZ domain-containing protein KCTD16,0 vs 8,0.02,-0.05,-0.22,-0.28,-0.06,-0.24,-0.3,-0.17,-0.24,-0
LOC412085,post-GPI attachment to proteins factor 3,0 vs 8,0.01,0.07,-0.14,0.07,0.06,-0.16,0.05,-0.21,-0.01,0.17
LOC411177,integrator complex subunit 3,0 vs 8,0.17,-0.03,0.07,0,-0.19,-0.1,-0.16,0.1,0.03,0.09
LOC412353,polyubiquitin-A,0 vs 8,-0.22,-0.14,-0.19,-0.09,0.08,0.03,0.13,-0.05,0.05,-0.06
